# Eleft Eright counts c1_c1 c11_c11 
5.00000E+00 6.00000E+00 3.18802E-01 3.09279E-01 9.52338E-03
6.00000E+00 7.00000E+00 2.06784E-01 1.99517E-01 7.26698E-03
7.00000E+00 8.00000E+00 1.32768E-01 1.27410E-01 5.35806E-03
8.00000E+00 9.00000E+00 8.44406E-02 8.05973E-02 3.84328E-03
9.00000E+00 1.00000E+01 5.32089E-02 5.05156E-02 2.69329E-03
1.00000E+01 1.10000E+01 3.32053E-02 3.13569E-02 1.84839E-03
1.10000E+01 1.20000E+01 2.04945E-02 1.92513E-02 1.24319E-03
1.20000E+01 1.30000E+01 1.24748E-02 1.16564E-02 8.18335E-04
1.30000E+01 1.40000E+01 7.44708E-03 6.92218E-03 5.24902E-04
1.40000E+01 1.50000E+01 4.31341E-03 3.98856E-03 3.24854E-04
1.50000E+01 1.60000E+01 2.37074E-03 2.18089E-03 1.89844E-04
1.60000E+01 1.70000E+01 1.17242E-03 1.07304E-03 9.93761E-05
1.70000E+01 1.80000E+01 4.36967E-04 3.97963E-04 3.90042E-05
1.80000E+01 1.90000E+01 1.13961E-05 1.03448E-05 1.05134E-06
1.90000E+01 2.00000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.00000E+01 2.10000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.10000E+01 2.20000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.20000E+01 2.30000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.30000E+01 2.40000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.40000E+01 2.50000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.50000E+01 2.60000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.60000E+01 2.70000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.70000E+01 2.80000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.80000E+01 2.90000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.90000E+01 3.00000E+01 0.00000E+00 0.00000E+00 0.00000E+00
