# Eleft Eright counts c1_c1 c11_c11 
3.00000E+00 4.00000E+00 8.18384E+00 8.06431E+00 1.19524E-01
4.00000E+00 5.00000E+00 7.26378E+00 7.12787E+00 1.35909E-01
5.00000E+00 6.00000E+00 6.43808E+00 6.29141E+00 1.46671E-01
6.00000E+00 7.00000E+00 5.69851E+00 5.54568E+00 1.52829E-01
7.00000E+00 8.00000E+00 5.03726E+00 4.88200E+00 1.55263E-01
8.00000E+00 9.00000E+00 4.44710E+00 4.29237E+00 1.54731E-01
9.00000E+00 1.00000E+01 3.92125E+00 3.76937E+00 1.51877E-01
1.00000E+01 1.10000E+01 3.45344E+00 3.30619E+00 1.47246E-01
1.10000E+01 1.20000E+01 3.03786E+00 2.89657E+00 1.41295E-01
1.20000E+01 1.30000E+01 2.66927E+00 2.53486E+00 1.34407E-01
1.30000E+01 1.40000E+01 2.34276E+00 2.21587E+00 1.26895E-01
1.40000E+01 1.50000E+01 2.05395E+00 1.93494E+00 1.19016E-01
1.50000E+01 1.60000E+01 1.79881E+00 1.68783E+00 1.10977E-01
1.60000E+01 1.70000E+01 1.57370E+00 1.47075E+00 1.02943E-01
1.70000E+01 1.80000E+01 1.37531E+00 1.28027E+00 9.50411E-02
1.80000E+01 1.90000E+01 1.20070E+00 1.11333E+00 8.73701E-02
1.90000E+01 2.00000E+01 1.04719E+00 9.67190E-01 8.00031E-02
2.00000E+01 2.10000E+01 9.12388E-01 8.39396E-01 7.29918E-02
2.10000E+01 2.20000E+01 7.94138E-01 7.27768E-01 6.63706E-02
2.20000E+01 2.30000E+01 6.90526E-01 6.30365E-01 6.01603E-02
2.30000E+01 2.40000E+01 5.99835E-01 5.45465E-01 5.43700E-02
2.40000E+01 2.50000E+01 5.20539E-01 4.71539E-01 4.90001E-02
2.50000E+01 2.60000E+01 4.51277E-01 4.07234E-01 4.40439E-02
2.60000E+01 2.70000E+01 3.90844E-01 3.51355E-01 3.94894E-02
2.70000E+01 2.80000E+01 3.38167E-01 3.02846E-01 3.53208E-02
2.80000E+01 2.90000E+01 2.92297E-01 2.60777E-01 3.15193E-02
2.90000E+01 3.00000E+01 2.52394E-01 2.24330E-01 2.80645E-02
