# Eleft Eright counts c1_c1 c11_c11 
5.00000E+00 6.00000E+00 1.70705E+03 1.70658E+03 4.71039E-01
6.00000E+00 7.00000E+00 1.39989E+03 1.39944E+03 4.56678E-01
7.00000E+00 8.00000E+00 1.14362E+03 1.14319E+03 4.30582E-01
8.00000E+00 9.00000E+00 9.30994E+02 9.30596E+02 3.97335E-01
9.00000E+00 1.00000E+01 7.55448E+02 7.55088E+02 3.60395E-01
1.00000E+01 1.10000E+01 6.11161E+02 6.10839E+02 3.22285E-01
1.10000E+01 1.20000E+01 4.93045E+02 4.92760E+02 2.84783E-01
1.20000E+01 1.30000E+01 3.96705E+02 3.96456E+02 2.49076E-01
1.30000E+01 1.40000E+01 3.18391E+02 3.18175E+02 2.15907E-01
1.40000E+01 1.50000E+01 2.54927E+02 2.54742E+02 1.85682E-01
1.50000E+01 1.60000E+01 2.03644E+02 2.03485E+02 1.58562E-01
1.60000E+01 1.70000E+01 1.62313E+02 1.62179E+02 1.34536E-01
1.70000E+01 1.80000E+01 1.29086E+02 1.28973E+02 1.13480E-01
1.80000E+01 1.90000E+01 1.02436E+02 1.02341E+02 9.51976E-02
1.90000E+01 2.00000E+01 8.11066E+01 8.10271E+01 7.94493E-02
2.00000E+01 2.10000E+01 6.40708E+01 6.40049E+01 6.59795E-02
2.10000E+01 2.20000E+01 5.04906E+01 5.04361E+01 5.45302E-02
2.20000E+01 2.30000E+01 3.96849E+01 3.96400E+01 4.48526E-02
2.30000E+01 2.40000E+01 3.11018E+01 3.10650E+01 3.67132E-02
2.40000E+01 2.50000E+01 2.42954E+01 2.42655E+01 2.98985E-02
2.50000E+01 2.60000E+01 1.89067E+01 1.88825E+01 2.42159E-02
2.60000E+01 2.70000E+01 1.46469E+01 1.46274E+01 1.94949E-02
2.70000E+01 2.80000E+01 1.12845E+01 1.12690E+01 1.55858E-02
2.80000E+01 2.90000E+01 8.63438E+00 8.62202E+00 1.23586E-02
2.90000E+01 3.00000E+01 6.54858E+00 6.53887E+00 9.70152E-03
