# Eleft Eright counts c1_c1 c11_c11 
3.00000E+00 4.00000E+00 3.15663E+02 2.74683E+02 4.09799E+01
4.00000E+00 5.00000E+00 1.98311E+02 1.66335E+02 3.19760E+01
5.00000E+00 6.00000E+00 1.22593E+02 9.92427E+01 2.33502E+01
6.00000E+00 7.00000E+00 7.47168E+01 5.84492E+01 1.62676E+01
7.00000E+00 8.00000E+00 4.49524E+01 3.40201E+01 1.09323E+01
8.00000E+00 9.00000E+00 2.67128E+01 1.95790E+01 7.13385E+00
9.00000E+00 1.00000E+01 1.56751E+01 1.11379E+01 4.53715E+00
1.00000E+01 1.10000E+01 9.06949E+00 6.25340E+00 2.81609E+00
1.10000E+01 1.20000E+01 5.15593E+00 3.45280E+00 1.70313E+00
1.20000E+01 1.30000E+01 2.85886E+00 1.86109E+00 9.97771E-01
1.30000E+01 1.40000E+01 1.52264E+00 9.64399E-01 5.58237E-01
1.40000E+01 1.50000E+01 7.52410E-01 4.64094E-01 2.88316E-01
1.50000E+01 1.60000E+01 3.12873E-01 1.88182E-01 1.24691E-01
1.60000E+01 1.70000E+01 6.07471E-02 3.58332E-02 2.49140E-02
1.70000E+01 1.80000E+01 0.00000E+00 0.00000E+00 0.00000E+00
1.80000E+01 1.90000E+01 0.00000E+00 0.00000E+00 0.00000E+00
1.90000E+01 2.00000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.00000E+01 2.10000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.10000E+01 2.20000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.20000E+01 2.30000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.30000E+01 2.40000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.40000E+01 2.50000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.50000E+01 2.60000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.60000E+01 2.70000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.70000E+01 2.80000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.80000E+01 2.90000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.90000E+01 3.00000E+01 0.00000E+00 0.00000E+00 0.00000E+00
