# Eleft Eright counts c1_c1 c11_c11 
5.00000E+00 6.00000E+00 7.99702E-02 7.76458E-02 2.32442E-03
6.00000E+00 7.00000E+00 5.35100E-02 5.16801E-02 1.82989E-03
7.00000E+00 8.00000E+00 3.54739E-02 3.40806E-02 1.39323E-03
8.00000E+00 9.00000E+00 2.33168E-02 2.22839E-02 1.03292E-03
9.00000E+00 1.00000E+01 1.52014E-02 1.44524E-02 7.49001E-04
1.00000E+01 1.10000E+01 9.82973E-03 9.29703E-03 5.32700E-04
1.10000E+01 1.20000E+01 6.30069E-03 5.92856E-03 3.72135E-04
1.20000E+01 1.30000E+01 3.99774E-03 3.74236E-03 2.55382E-04
1.30000E+01 1.40000E+01 2.50396E-03 2.33207E-03 1.71898E-04
1.40000E+01 1.50000E+01 1.54039E-03 1.42737E-03 1.13015E-04
1.50000E+01 1.60000E+01 9.21951E-04 8.50009E-04 7.19425E-05
1.60000E+01 1.70000E+01 5.26900E-04 4.83356E-04 4.35436E-05
1.70000E+01 1.80000E+01 2.75657E-04 2.51625E-04 2.40314E-05
1.80000E+01 1.90000E+01 1.16541E-04 1.05868E-04 1.06735E-05
1.90000E+01 2.00000E+01 1.29979E-05 1.17654E-05 1.23249E-06
2.00000E+01 2.10000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.10000E+01 2.20000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.20000E+01 2.30000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.30000E+01 2.40000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.40000E+01 2.50000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.50000E+01 2.60000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.60000E+01 2.70000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.70000E+01 2.80000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.80000E+01 2.90000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.90000E+01 3.00000E+01 0.00000E+00 0.00000E+00 0.00000E+00
