# Eleft Eright counts c1_c1 c11_c11 
5.00000E+00 6.00000E+00 1.86908E+01 2.45879E-01 1.84450E+01
6.00000E+00 7.00000E+00 2.06456E+01 2.30244E-01 2.04154E+01
7.00000E+00 8.00000E+00 2.22610E+01 2.15455E-01 2.20455E+01
8.00000E+00 9.00000E+00 2.35679E+01 2.01482E-01 2.33664E+01
9.00000E+00 1.00000E+01 2.45959E+01 1.88294E-01 2.44076E+01
1.00000E+01 1.10000E+01 2.53729E+01 1.75862E-01 2.51971E+01
1.10000E+01 1.20000E+01 2.59248E+01 1.64154E-01 2.57606E+01
1.20000E+01 1.30000E+01 2.62758E+01 1.53139E-01 2.61226E+01
1.30000E+01 1.40000E+01 2.64483E+01 1.42784E-01 2.63056E+01
1.40000E+01 1.50000E+01 2.64633E+01 1.33058E-01 2.63302E+01
1.50000E+01 1.60000E+01 2.63402E+01 1.23931E-01 2.62162E+01
1.60000E+01 1.70000E+01 2.60963E+01 1.15373E-01 2.59809E+01
1.70000E+01 1.80000E+01 2.57481E+01 1.07354E-01 2.56408E+01
1.80000E+01 1.90000E+01 2.53106E+01 9.98464E-02 2.52108E+01
1.90000E+01 2.00000E+01 2.47971E+01 9.28217E-02 2.47043E+01
2.00000E+01 2.10000E+01 2.42200E+01 8.62537E-02 2.41338E+01
2.10000E+01 2.20000E+01 2.35904E+01 8.01160E-02 2.35102E+01
2.20000E+01 2.30000E+01 2.29181E+01 7.43842E-02 2.28438E+01
2.30000E+01 2.40000E+01 2.22125E+01 6.90349E-02 2.21435E+01
2.40000E+01 2.50000E+01 2.14814E+01 6.40452E-02 2.14173E+01
2.50000E+01 2.60000E+01 2.07320E+01 5.93935E-02 2.06726E+01
2.60000E+01 2.70000E+01 1.99708E+01 5.50592E-02 1.99157E+01
2.70000E+01 2.80000E+01 1.92033E+01 5.10227E-02 1.91523E+01
2.80000E+01 2.90000E+01 1.84345E+01 4.72655E-02 1.83872E+01
2.90000E+01 3.00000E+01 1.76687E+01 4.37698E-02 1.76249E+01
