# Eleft Eright counts c1_c1 c11_c11 
5.00000E+00 6.00000E+00 1.79356E+01 2.10273E-01 1.77253E+01
6.00000E+00 7.00000E+00 1.36449E+01 1.35485E-01 1.35094E+01
7.00000E+00 8.00000E+00 1.00348E+01 8.64125E-02 9.94839E+00
8.00000E+00 9.00000E+00 7.18137E+00 5.45934E-02 7.12678E+00
9.00000E+00 1.00000E+01 5.02188E+00 3.41720E-02 4.98771E+00
1.00000E+01 1.10000E+01 3.43946E+00 2.11824E-02 3.41828E+00
1.10000E+01 1.20000E+01 2.30861E+00 1.29853E-02 2.29563E+00
1.20000E+01 1.30000E+01 1.51643E+00 7.84930E-03 1.50858E+00
1.30000E+01 1.40000E+01 9.70357E-01 4.65197E-03 9.65705E-01
1.40000E+01 1.50000E+01 5.98749E-01 2.67337E-03 5.96076E-01
1.50000E+01 1.60000E+01 3.48381E-01 1.45582E-03 3.46925E-01
1.60000E+01 1.70000E+01 1.80876E-01 7.10646E-04 1.80165E-01
1.70000E+01 1.80000E+01 6.92604E-02 2.57232E-04 6.90032E-02
1.80000E+01 1.90000E+01 8.39131E-04 2.71040E-06 8.36123E-04
1.90000E+01 2.00000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.00000E+01 2.10000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.10000E+01 2.20000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.20000E+01 2.30000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.30000E+01 2.40000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.40000E+01 2.50000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.50000E+01 2.60000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.60000E+01 2.70000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.70000E+01 2.80000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.80000E+01 2.90000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.90000E+01 3.00000E+01 0.00000E+00 0.00000E+00 0.00000E+00
