# Eleft Eright counts c1_c1 c11_c11 
5.00000E+00 6.00000E+00 9.00688E-01 2.81204E-01 6.19484E-01
6.00000E+00 7.00000E+00 8.09842E-01 2.24662E-01 5.85180E-01
7.00000E+00 8.00000E+00 7.15897E-01 1.78686E-01 5.37211E-01
8.00000E+00 9.00000E+00 6.23928E-01 1.41538E-01 4.82391E-01
9.00000E+00 1.00000E+01 5.37228E-01 1.11690E-01 4.25538E-01
1.00000E+01 1.10000E+01 4.57746E-01 8.78294E-02 3.69917E-01
1.10000E+01 1.20000E+01 3.86440E-01 6.88405E-02 3.17599E-01
1.20000E+01 1.30000E+01 3.23570E-01 5.37908E-02 2.69779E-01
1.30000E+01 1.40000E+01 2.68928E-01 4.19078E-02 2.27020E-01
1.40000E+01 1.50000E+01 2.22007E-01 3.25574E-02 1.89450E-01
1.50000E+01 1.60000E+01 1.82130E-01 2.52232E-02 1.56907E-01
1.60000E+01 1.70000E+01 1.48544E-01 1.94874E-02 1.29056E-01
1.70000E+01 1.80000E+01 1.20477E-01 1.50139E-02 1.05463E-01
1.80000E+01 1.90000E+01 9.71856E-02 1.15338E-02 8.56517E-02
1.90000E+01 2.00000E+01 7.79774E-02 8.83305E-03 6.91444E-02
2.00000E+01 2.10000E+01 6.22247E-02 6.74180E-03 5.54829E-02
2.10000E+01 2.20000E+01 4.93707E-02 5.12600E-03 4.42447E-02
2.20000E+01 2.30000E+01 3.89295E-02 3.88008E-03 3.50494E-02
2.30000E+01 2.40000E+01 3.04829E-02 2.92126E-03 2.75617E-02
2.40000E+01 2.50000E+01 2.36751E-02 2.18475E-03 2.14903E-02
2.50000E+01 2.60000E+01 1.82061E-02 1.62004E-03 1.65861E-02
2.60000E+01 2.70000E+01 1.38257E-02 1.18782E-03 1.26379E-02
2.70000E+01 2.80000E+01 1.03261E-02 8.57593E-04 9.46852E-03
2.80000E+01 2.90000E+01 7.53643E-03 6.05734E-04 6.93070E-03
2.90000E+01 3.00000E+01 5.31661E-03 4.13991E-04 4.90262E-03
