# Eleft Eright counts c1_c1 c11_c11 
5.00000E+00 6.00000E+00 3.98438E-01 3.74356E-01 2.40818E-02
6.00000E+00 7.00000E+00 2.13351E-01 1.98260E-01 1.50913E-02
7.00000E+00 8.00000E+00 1.12178E-01 1.03114E-01 9.06454E-03
8.00000E+00 9.00000E+00 5.77528E-02 5.25172E-02 5.23558E-03
9.00000E+00 1.00000E+01 2.88704E-02 2.59751E-02 2.89530E-03
1.00000E+01 1.10000E+01 1.37215E-02 1.22164E-02 1.50512E-03
1.10000E+01 1.20000E+01 5.85627E-03 5.16038E-03 6.95888E-04
1.20000E+01 1.30000E+01 1.80894E-03 1.57841E-03 2.30532E-04
1.30000E+01 1.40000E+01 9.13545E-06 7.91978E-06 3.18803E-06
1.40000E+01 1.50000E+01 0.00000E+00 0.00000E+00 0.00000E+00
1.50000E+01 1.60000E+01 0.00000E+00 0.00000E+00 0.00000E+00
1.60000E+01 1.70000E+01 0.00000E+00 0.00000E+00 0.00000E+00
1.70000E+01 1.80000E+01 0.00000E+00 0.00000E+00 0.00000E+00
1.80000E+01 1.90000E+01 0.00000E+00 0.00000E+00 0.00000E+00
1.90000E+01 2.00000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.00000E+01 2.10000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.10000E+01 2.20000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.20000E+01 2.30000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.30000E+01 2.40000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.40000E+01 2.50000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.50000E+01 2.60000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.60000E+01 2.70000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.70000E+01 2.80000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.80000E+01 2.90000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.90000E+01 3.00000E+01 0.00000E+00 0.00000E+00 0.00000E+00
