# Eleft Eright counts c1_c1 c11_c11 
5.00000E+00 6.00000E+00 4.62778E-03 2.74901E-03 1.87877E-03
6.00000E+00 7.00000E+00 4.79950E-03 2.65494E-03 2.14456E-03
7.00000E+00 8.00000E+00 4.95308E-03 2.56359E-03 2.38948E-03
8.00000E+00 9.00000E+00 5.08944E-03 2.47492E-03 2.61452E-03
9.00000E+00 1.00000E+01 5.20948E-03 2.38887E-03 2.82061E-03
1.00000E+01 1.10000E+01 5.31406E-03 2.30539E-03 3.00867E-03
1.10000E+01 1.20000E+01 5.40400E-03 2.22443E-03 3.17957E-03
1.20000E+01 1.30000E+01 5.48011E-03 2.14594E-03 3.33417E-03
1.30000E+01 1.40000E+01 5.54318E-03 2.06987E-03 3.47331E-03
1.40000E+01 1.50000E+01 5.59395E-03 1.99616E-03 3.59779E-03
1.50000E+01 1.60000E+01 5.63316E-03 1.92476E-03 3.70840E-03
1.60000E+01 1.70000E+01 5.66148E-03 1.85561E-03 3.80587E-03
1.70000E+01 1.80000E+01 5.67961E-03 1.78867E-03 3.89094E-03
1.80000E+01 1.90000E+01 5.68816E-03 1.72386E-03 3.96429E-03
1.90000E+01 2.00000E+01 5.68777E-03 1.66116E-03 4.02661E-03
2.00000E+01 2.10000E+01 5.67904E-03 1.60049E-03 4.07855E-03
2.10000E+01 2.20000E+01 5.66253E-03 1.54182E-03 4.12071E-03
2.20000E+01 2.30000E+01 5.63878E-03 1.48508E-03 4.15370E-03
2.30000E+01 2.40000E+01 5.60833E-03 1.43023E-03 4.17810E-03
2.40000E+01 2.50000E+01 5.57167E-03 1.37721E-03 4.19445E-03
2.50000E+01 2.60000E+01 5.52925E-03 1.32598E-03 4.20327E-03
2.60000E+01 2.70000E+01 5.48154E-03 1.27648E-03 4.20506E-03
2.70000E+01 2.80000E+01 5.42897E-03 1.22867E-03 4.20030E-03
2.80000E+01 2.90000E+01 5.37193E-03 1.18249E-03 4.18944E-03
2.90000E+01 3.00000E+01 5.31083E-03 1.13790E-03 4.17293E-03
