# Eleft Eright counts c1_c1 c11_c11 
3.00000E+00 4.00000E+00 1.00599E+03 1.00577E+03 2.18727E-01
4.00000E+00 5.00000E+00 9.45758E+02 9.45494E+02 2.64446E-01
5.00000E+00 6.00000E+00 8.88860E+02 8.88556E+02 3.03803E-01
6.00000E+00 7.00000E+00 8.35118E+02 8.34780E+02 3.37350E-01
7.00000E+00 8.00000E+00 7.84370E+02 7.84004E+02 3.65602E-01
8.00000E+00 9.00000E+00 7.36463E+02 7.36074E+02 3.89039E-01
9.00000E+00 1.00000E+01 6.91247E+02 6.90839E+02 4.08102E-01
1.00000E+01 1.10000E+01 6.48583E+02 6.48160E+02 4.23205E-01
1.10000E+01 1.20000E+01 6.08339E+02 6.07904E+02 4.34729E-01
1.20000E+01 1.30000E+01 5.70386E+02 5.69943E+02 4.43028E-01
1.30000E+01 1.40000E+01 5.34605E+02 5.34156E+02 4.48428E-01
1.40000E+01 1.50000E+01 5.00878E+02 5.00427E+02 4.51231E-01
1.50000E+01 1.60000E+01 4.69099E+02 4.68648E+02 4.51717E-01
1.60000E+01 1.70000E+01 4.39163E+02 4.38713E+02 4.50141E-01
1.70000E+01 1.80000E+01 4.10971E+02 4.10524E+02 4.46742E-01
1.80000E+01 1.90000E+01 3.84429E+02 3.83988E+02 4.41736E-01
1.90000E+01 2.00000E+01 3.59449E+02 3.59013E+02 4.35325E-01
2.00000E+01 2.10000E+01 3.35945E+02 3.35517E+02 4.27691E-01
2.10000E+01 2.20000E+01 3.13838E+02 3.13419E+02 4.19002E-01
2.20000E+01 2.30000E+01 2.93051E+02 2.92641E+02 4.09414E-01
2.30000E+01 2.40000E+01 2.73511E+02 2.73112E+02 3.99066E-01
2.40000E+01 2.50000E+01 2.55150E+02 2.54762E+02 3.88086E-01
2.50000E+01 2.60000E+01 2.37903E+02 2.37527E+02 3.76590E-01
2.60000E+01 2.70000E+01 2.21708E+02 2.21343E+02 3.64685E-01
2.70000E+01 2.80000E+01 2.06506E+02 2.06153E+02 3.52467E-01
2.80000E+01 2.90000E+01 1.92241E+02 1.91900E+02 3.40021E-01
2.90000E+01 3.00000E+01 1.78860E+02 1.78532E+02 3.27425E-01
