# Eleft Eright counts c1_c1 c11_c11 
5.00000E+00 6.00000E+00 3.38323E-01 2.86483E-01 5.18397E-02
6.00000E+00 7.00000E+00 2.01667E-01 1.66106E-01 3.55605E-02
7.00000E+00 8.00000E+00 1.18482E-01 9.49973E-02 2.34848E-02
8.00000E+00 9.00000E+00 6.86034E-02 5.35820E-02 1.50215E-02
9.00000E+00 1.00000E+01 3.90771E-02 2.97511E-02 9.32602E-03
1.00000E+01 1.10000E+01 2.17913E-02 1.61828E-02 5.60849E-03
1.10000E+01 1.20000E+01 1.17680E-02 8.52984E-03 3.23817E-03
1.20000E+01 1.30000E+01 6.00320E-03 4.24980E-03 1.75340E-03
1.30000E+01 1.40000E+01 2.70995E-03 1.87509E-03 8.34866E-04
1.40000E+01 1.50000E+01 8.13049E-04 5.50939E-04 2.62110E-04
1.50000E+01 1.60000E+01 0.00000E+00 0.00000E+00 0.00000E+00
1.60000E+01 1.70000E+01 0.00000E+00 0.00000E+00 0.00000E+00
1.70000E+01 1.80000E+01 0.00000E+00 0.00000E+00 0.00000E+00
1.80000E+01 1.90000E+01 0.00000E+00 0.00000E+00 0.00000E+00
1.90000E+01 2.00000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.00000E+01 2.10000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.10000E+01 2.20000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.20000E+01 2.30000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.30000E+01 2.40000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.40000E+01 2.50000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.50000E+01 2.60000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.60000E+01 2.70000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.70000E+01 2.80000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.80000E+01 2.90000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.90000E+01 3.00000E+01 0.00000E+00 0.00000E+00 0.00000E+00
