# Eleft Eright counts c1_c1 c11_c11 
3.00000E+00 4.00000E+00 4.07632E+03 4.07603E+03 2.88688E-01
4.00000E+00 5.00000E+00 2.23412E+03 2.23392E+03 2.03959E-01
5.00000E+00 6.00000E+00 1.20178E+03 1.20165E+03 1.34313E-01
6.00000E+00 7.00000E+00 6.35798E+02 6.35714E+02 8.40680E-02
7.00000E+00 8.00000E+00 3.31041E+02 3.30991E+02 5.05429E-02
8.00000E+00 9.00000E+00 1.69437E+02 1.69408E+02 2.93328E-02
9.00000E+00 1.00000E+01 8.48876E+01 8.48712E+01 1.64288E-02
1.00000E+01 1.10000E+01 4.11930E+01 4.11841E+01 8.81148E-03
1.10000E+01 1.20000E+01 1.88815E+01 1.88771E+01 4.42163E-03
1.20000E+01 1.30000E+01 7.63572E+00 7.63378E+00 1.94064E-03
1.30000E+01 1.40000E+01 2.00527E+00 2.00473E+00 5.45761E-04
1.40000E+01 1.50000E+01 1.82170E-02 1.82119E-02 5.14525E-06
1.50000E+01 1.60000E+01 0.00000E+00 0.00000E+00 0.00000E+00
1.60000E+01 1.70000E+01 0.00000E+00 0.00000E+00 0.00000E+00
1.70000E+01 1.80000E+01 0.00000E+00 0.00000E+00 0.00000E+00
1.80000E+01 1.90000E+01 0.00000E+00 0.00000E+00 0.00000E+00
1.90000E+01 2.00000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.00000E+01 2.10000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.10000E+01 2.20000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.20000E+01 2.30000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.30000E+01 2.40000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.40000E+01 2.50000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.50000E+01 2.60000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.60000E+01 2.70000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.70000E+01 2.80000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.80000E+01 2.90000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.90000E+01 3.00000E+01 0.00000E+00 0.00000E+00 0.00000E+00
