# Eleft Eright counts c1_c1 c11_c11 
3.00000E+00 4.00000E+00 1.04477E-01 4.28718E-02 6.16051E-02
4.00000E+00 5.00000E+00 6.72086E-02 2.35625E-02 4.36461E-02
5.00000E+00 6.00000E+00 4.15376E-02 1.27116E-02 2.88261E-02
6.00000E+00 7.00000E+00 2.48426E-02 6.74530E-03 1.80973E-02
7.00000E+00 8.00000E+00 1.44382E-02 3.52319E-03 1.09150E-02
8.00000E+00 9.00000E+00 8.16559E-03 1.80940E-03 6.35619E-03
9.00000E+00 1.00000E+01 4.48370E-03 9.09979E-04 3.57372E-03
1.00000E+01 1.10000E+01 2.36964E-03 4.43688E-04 1.92595E-03
1.10000E+01 1.20000E+01 1.17813E-03 2.04808E-04 9.73325E-04
1.20000E+01 1.30000E+01 5.17229E-04 8.39872E-05 4.33242E-04
1.30000E+01 1.40000E+01 1.52799E-04 2.33975E-05 1.29402E-04
1.40000E+01 1.50000E+01 2.62378E-06 3.89004E-07 2.23478E-06
1.50000E+01 1.60000E+01 0.00000E+00 0.00000E+00 0.00000E+00
1.60000E+01 1.70000E+01 0.00000E+00 0.00000E+00 0.00000E+00
1.70000E+01 1.80000E+01 0.00000E+00 0.00000E+00 0.00000E+00
1.80000E+01 1.90000E+01 0.00000E+00 0.00000E+00 0.00000E+00
1.90000E+01 2.00000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.00000E+01 2.10000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.10000E+01 2.20000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.20000E+01 2.30000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.30000E+01 2.40000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.40000E+01 2.50000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.50000E+01 2.60000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.60000E+01 2.70000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.70000E+01 2.80000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.80000E+01 2.90000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.90000E+01 3.00000E+01 0.00000E+00 0.00000E+00 0.00000E+00
