# Eleft Eright counts c1_c1 c11_c11 
3.00000E+00 4.00000E+00 5.22945E+01 5.18557E+01 4.38793E-01
4.00000E+00 5.00000E+00 3.33283E+01 3.29689E+01 3.59402E-01
5.00000E+00 6.00000E+00 2.09667E+01 2.06906E+01 2.76022E-01
6.00000E+00 7.00000E+00 1.30410E+01 1.28384E+01 2.02580E-01
7.00000E+00 8.00000E+00 8.02880E+00 7.88515E+00 1.43649E-01
8.00000E+00 9.00000E+00 4.89619E+00 4.79710E+00 9.90861E-02
9.00000E+00 1.00000E+01 2.95830E+00 2.89153E+00 6.67726E-02
1.00000E+01 1.10000E+01 1.77034E+00 1.72627E+00 4.40694E-02
1.10000E+01 1.20000E+01 1.04808E+00 1.01957E+00 2.85108E-02
1.20000E+01 1.30000E+01 6.12301E-01 5.94238E-01 1.80629E-02
1.30000E+01 1.40000E+01 3.51285E-01 3.40120E-01 1.11651E-02
1.40000E+01 1.50000E+01 1.96084E-01 1.89407E-01 6.67701E-03
1.50000E+01 1.60000E+01 1.04516E-01 1.00722E-01 3.79393E-03
1.60000E+01 1.70000E+01 5.09732E-02 4.90100E-02 1.96323E-03
1.70000E+01 1.80000E+01 1.99562E-02 1.91454E-02 8.10837E-04
1.80000E+01 1.90000E+01 2.51039E-03 2.40474E-03 1.05650E-04
1.90000E+01 2.00000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.00000E+01 2.10000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.10000E+01 2.20000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.20000E+01 2.30000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.30000E+01 2.40000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.40000E+01 2.50000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.50000E+01 2.60000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.60000E+01 2.70000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.70000E+01 2.80000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.80000E+01 2.90000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.90000E+01 3.00000E+01 0.00000E+00 0.00000E+00 0.00000E+00
