# Eleft Eright counts c1_c1 c11_c11 
3.00000E+00 4.00000E+00 5.46278E+00 3.37007E+00 2.09271E+00
4.00000E+00 5.00000E+00 5.70431E+00 3.17149E+00 2.53282E+00
5.00000E+00 6.00000E+00 5.89659E+00 2.98371E+00 2.91289E+00
6.00000E+00 7.00000E+00 6.04420E+00 2.80616E+00 3.23803E+00
7.00000E+00 8.00000E+00 6.15136E+00 2.63834E+00 3.51302E+00
8.00000E+00 9.00000E+00 6.22204E+00 2.47975E+00 3.74229E+00
9.00000E+00 1.00000E+01 6.25990E+00 2.32992E+00 3.92998E+00
1.00000E+01 1.10000E+01 6.26831E+00 2.18839E+00 4.07992E+00
1.10000E+01 1.20000E+01 6.25042E+00 2.05475E+00 4.19566E+00
1.20000E+01 1.30000E+01 6.20912E+00 1.92859E+00 4.28052E+00
1.30000E+01 1.40000E+01 6.14707E+00 1.80952E+00 4.33755E+00
1.40000E+01 1.50000E+01 6.06675E+00 1.69717E+00 4.36958E+00
1.50000E+01 1.60000E+01 5.97042E+00 1.59119E+00 4.37923E+00
1.60000E+01 1.70000E+01 5.86017E+00 1.49124E+00 4.36892E+00
1.70000E+01 1.80000E+01 5.73790E+00 1.39702E+00 4.34088E+00
1.80000E+01 1.90000E+01 5.60538E+00 1.30822E+00 4.29717E+00
1.90000E+01 2.00000E+01 5.46422E+00 1.22454E+00 4.23967E+00
2.00000E+01 2.10000E+01 5.31587E+00 1.14572E+00 4.17015E+00
2.10000E+01 2.20000E+01 5.16169E+00 1.07151E+00 4.09018E+00
2.20000E+01 2.30000E+01 5.00288E+00 1.00164E+00 4.00124E+00
2.30000E+01 2.40000E+01 4.84057E+00 9.35891E-01 3.90468E+00
2.40000E+01 2.50000E+01 4.67575E+00 8.74038E-01 3.80171E+00
2.50000E+01 2.60000E+01 4.50933E+00 8.15869E-01 3.69346E+00
2.60000E+01 2.70000E+01 4.34212E+00 7.61183E-01 3.58094E+00
2.70000E+01 2.80000E+01 4.17487E+00 7.09788E-01 3.46508E+00
2.80000E+01 2.90000E+01 4.00822E+00 6.61505E-01 3.34671E+00
2.90000E+01 3.00000E+01 3.84276E+00 6.16161E-01 3.22660E+00
