    0.611649703779753168E-01    0.255007780772471691E+02    0.236056716918945312E+03
    0.639226906254265881E+01    0.310590802495439107E+02    0.236058502197265625E+03
    0.191933372854019062E+02    0.187060549178406887E+02    0.236084930419921875E+03
    0.313301154726501352E+02    0.184897608723600051E+02    0.236175430297851562E+03
    0.592227538831548728E+01    0.629990200117606136E+01    0.236480819702148438E+03
    0.222490831996206867E+00    0.254055538639698604E+02    0.236821624755859375E+03
    0.188368273888611277E+02    0.185012742579534084E+02    0.236928253173828125E+03
    0.651212158114890727E+01    0.311616445897439434E+02    0.237158935546875000E+03
    0.266793306648383188E+00    0.123522701682518079E+02    0.237161117553710938E+03
    0.612283326527469463E+01    0.311160690084418690E+02    0.237225891113281250E+03
    0.254603988035542201E+02    0.808802466001315862E-01    0.237304519653320312E+03
    0.123085678370973639E+02    0.213228979561885024E+00    0.237411605834960938E+03
    0.596527274317767997E+01    0.638074953681950774E+01    0.237469512939453125E+03
    0.632055097263673105E+01    0.185202029343703991E+02    0.237501663208007812E+03
    0.123233532710573996E+02    0.123431455538434314E+02    0.237561859130859375E+03
    0.126078471499152283E+02    0.122431397396141506E+02    0.237683456420898438E+03
    0.253366283773697241E+02    0.123144338152158319E+02    0.237750915527343750E+03
    0.123912625984815072E+02    0.254050929947809152E+02    0.237759552001953125E+03
    0.122998214778420198E+02    0.253148048306591171E+02    0.237791717529296875E+03
    0.253250915009616158E+02    0.248743247686826301E+02    0.237812881469726562E+03
    0.619857198640257234E+01    0.191584481904092847E+02    0.237865081787109375E+03
    0.127912321812428704E+02    0.253579533639520385E+02    0.237936859130859375E+03
    0.313968166804967908E+02    0.185350841703880533E+02    0.238026794433593750E+03
    0.191625721745470230E+02    0.188837891512107419E+02    0.238032485961914062E+03
    0.254344598032688651E+02    0.250437457774983301E+02    0.238044738769531250E+03
    0.223798590379786499E+00    0.123455257058525589E+02    0.238056610107421875E+03
    0.125544945298063286E+02    0.313376318970897572E+00    0.238071990966796875E+03
    0.253020087557275843E+02    0.123031965067918740E+02    0.238101638793945312E+03
    0.185939164658302936E+02    0.190270733634256644E+02    0.238153991699218750E+03
    0.644728483812378705E+01    0.191127867499925692E+02    0.238185150146484375E+03
    0.262460310147409337E+00    0.127235332968142156E+02    0.238315170288085938E+03
    0.185721942792157506E+02    0.187219251901158472E+02    0.238331527709960938E+03
    0.125603784728346266E+02    0.128712032112884565E+02    0.238339233398437500E+03
    0.123883873517142185E+02    0.247486211322513888E+00    0.238348831176757812E+03
    0.624309135421216510E+01    0.191509405197504883E+02    0.238365570068359375E+03
    0.629150077218246917E+01    0.185483035612409424E+02    0.238445358276367188E+03
    0.191497917109370910E+02    0.627943657200067573E+01    0.238478454589843750E+03
    0.252744048124815173E+02    0.123014173165257557E+02    0.238478637695312500E+03
    0.125931633899468665E+02    0.128653224455047823E+02    0.238481964111328125E+03
    0.252421985869762757E+02    0.128457852768314815E+02    0.238487396240234375E+03
    0.185578250581887474E+02    0.187833962589346797E+02    0.238513366699218750E+03
    0.253584707750449851E+02    0.253286531977013674E+02    0.238527343750000000E+03
    0.189193573919386075E+02    0.185591634484131731E+02    0.238527633666992188E+03
    0.190863268379708693E+02    0.186671864110662433E+02    0.238527725219726562E+03
    0.642493729360206167E+01    0.654379396660529444E+01    0.238590713500976562E+03
    0.128352006272026014E+02    0.124425464422356669E+02    0.238609939575195312E+03
    0.293687210320002889E+00    0.250983587553283698E+02    0.238614120483398438E+03
    0.311401862709323645E+02    0.189527165375610522E+02    0.238654861450195312E+03
    0.189600401162942482E+02    0.191218902347208726E+02    0.238670272827148438E+03
    0.124006976793570960E+02    0.248905795325011248E+02    0.238687225341796875E+03
    0.630827840654110705E+01    0.185578796661286738E+02    0.238699981689453125E+03
    0.254209830150137144E+02    0.251778128023312924E+02    0.238729766845703125E+03
    0.314051682800715923E+02    0.185591182164738377E+02    0.238761184692382812E+03
    0.122865473364505888E+02    0.252106260792393790E+02    0.238768234252929688E+03
    0.126806649486106267E+02    0.122998533890798036E+02    0.238783660888671875E+03
    0.311306433436882379E+02    0.187983456086352483E+02    0.238784896850585938E+03
    0.248465962271620455E+02    0.251692830478804090E+02    0.238824035644531250E+03
    0.187248099088889646E+02    0.602368397295997138E+01    0.238843460083007812E+03
    0.253430530396152776E+02    0.123700941670077071E+02    0.238853454589843750E+03
    0.252370682140275413E+02    0.266771946646836955E+00    0.238884704589843750E+03
    0.189046454002526794E+02    0.656361462396461182E+01    0.238901184082031250E+03
    0.628606997161491599E+01    0.656886646026312437E+01    0.238902801513671875E+03
    0.251617454169218426E+02    0.254167676745198783E+02    0.238908599853515625E+03
    0.254096803775209032E+02    0.251930595005876974E+02    0.238968139648437500E+03
    0.628471788870386305E+01    0.600015425045286843E+01    0.238978149414062500E+03
    0.128206613495478656E+02    0.126907953961877844E+02    0.238980529785156250E+03
    0.249041331635730998E+02    0.249659029154330021E+02    0.238984817504882812E+03
    0.613308485859602529E-01    0.128421848227379769E+02    0.238993011474609375E+03
    0.603642016578759399E+01    0.312802445092025287E+02    0.239022933959960938E+03
    0.311483139324124458E+02    0.637039115807696454E+01    0.239024551391601562E+03
    0.250416266989052936E+02    0.123002981791570960E+02    0.239031036376953125E+03
    0.183958230392083616E+00    0.123538715429156216E+02    0.239039901733398438E+03
    0.311836446860824452E+02    0.190077557727803814E+02    0.239039901733398438E+03
    0.122905065924307824E+02    0.250869709704738781E+02    0.239074111938476562E+03
    0.715260094544397512E-02    0.128453381639599495E+02    0.239089462280273438E+03
    0.248557407590200121E+02    0.125529677390418186E+02    0.239137603759765625E+03
    0.191150596831904238E+02    0.636290998885544212E+01    0.239142364501953125E+03
    0.655116905114831471E+01    0.621688878466284844E+01    0.239173629760742188E+03
    0.191061604960661668E+02    0.618162316403135836E+01    0.239177642822265625E+03
    0.251146029919511555E+02    0.248579975387827901E+02    0.239192230224609375E+03
    0.249016322721896231E+02    0.249837521259089179E+02    0.239207199096679688E+03
    0.251780183594646765E+02    0.254037619922350650E+02    0.239208251953125000E+03
    0.312546034877793630E+02    0.650565997214457603E+01    0.239212066650390625E+03
    0.186259712804910293E+02    0.190083776247196603E+02    0.239227218627929688E+03
    0.126469856580426976E+00    0.123235126615312414E+02    0.239237808227539062E+03
    0.189826317246338050E+02    0.604514492759265565E+01    0.239268127441406250E+03
    0.188556205141167652E+02    0.185773046484640858E+02    0.239274612426757812E+03
    0.610667475219262812E+01    0.312086939373601240E+02    0.239283004760742188E+03
    0.252438715846028430E+02    0.248844500994677276E+02    0.239285675048828125E+03
    0.250686438584482723E+02    0.128303166219635187E+02    0.239294830322265625E+03
    0.601589187030223194E+01    0.188019638841348495E+02    0.239297607421875000E+03
    0.128293342835165234E+02    0.658264565035223403E-01    0.239309524536132812E+03
    0.252139632434326408E+02    0.128249659973174452E+02    0.239310760498046875E+03
    0.155379632837682469E+00    0.127882876937072272E+02    0.239317825317382812E+03
    0.123521879951013744E+02    0.165127835907176945E+00    0.239330505371093750E+03
    0.249642588458365040E+02    0.249213668461965163E+02    0.239334320068359375E+03
    0.127967451201408657E+02    0.127072686811237698E+02    0.239340423583984375E+03
    0.126670110102425504E+02    0.249609723404863121E+00    0.239363235473632812E+03
    0.652867490975920806E+01    0.639303805577869078E+01    0.239368667602539062E+03
    0.190675030272022461E+02    0.644033980640016868E+01    0.239377166748046875E+03
    0.253137633767409191E+02    0.249344745827506884E+02    0.239383651733398438E+03
    0.612560498531887365E+01    0.606610620370500264E+01    0.239389282226562500E+03
    0.191173620615647586E+02    0.188451431356041113E+02    0.239395187377929688E+03
    0.248851657443283720E+02    0.124648580359099252E+02    0.239404830932617188E+03
    0.249327048039217622E+02    0.127437414841380132E+02    0.239413604736328125E+03
    0.609569131931379626E+01    0.609382997883180355E+01    0.239436889648437500E+03
    0.653395212801566938E+01    0.313267836526514643E+02    0.239442611694335938E+03
    0.608591181736744957E+01    0.610487711328132754E+01    0.239451675415039062E+03
    0.185863655878175713E+02    0.631977260109897720E+01    0.239452056884765625E+03
    0.252451698458839502E+02    0.128071010593979668E+02    0.239455505371093750E+03
    0.253976968937332366E+02    0.125813102730118835E+02    0.239460845947265625E+03
    0.187548072904826100E+02    0.186017487416521767E+02    0.239465042114257812E+03
    0.189903281649189459E+02    0.650803851150722945E+01    0.239467437744140625E+03
    0.412140970440303747E-01    0.128266284406156625E+02    0.239510757446289062E+03
    0.124409830283814653E+02    0.123345589070953867E+02    0.239512481689453125E+03
    0.188739687304239396E+02    0.191116701787395620E+02    0.239517059326171875E+03
    0.125566494083345468E+02    0.248702376136008070E+02    0.239531753540039062E+03
    0.123683810185695080E+02    0.171946287903112144E+00    0.239548370361328125E+03
    0.128033884747136444E+02    0.124549744391273816E+02    0.239555435180664062E+03
    0.642958132789918668E+01    0.650032529100975154E+01    0.239556961059570312E+03
    0.654362994457322866E+01    0.188240764106077592E+02    0.239558013916015625E+03
    0.252353207397002777E+02    0.240502223566341045E+00    0.239566131591796875E+03
    0.127092858792039003E+02    0.253517069950073441E+02    0.239567367553710938E+03
    0.188808923932813464E+02    0.602411799617326960E+01    0.239577194213867188E+03
    0.635038838064659394E+01    0.653498016477247567E+01    0.239587127685546875E+03
    0.160605116710167251E+00    0.253380887707339113E+02    0.239588180541992188E+03
    0.642677643407657140E+01    0.186323470926372323E+02    0.239595916748046875E+03
    0.162830978814716643E+00    0.249295793329888262E+02    0.239596862792968750E+03
    0.253730465953405790E+02    0.126657068461558371E+02    0.239603363037109375E+03
    0.125941994658044347E+02    0.248746391258464925E+02    0.239612335205078125E+03
    0.609706339902229288E+01    0.646436684577388565E+01    0.239613098144531250E+03
    0.311892808243995425E+02    0.187233435448731207E+02    0.239620254516601562E+03
    0.605754761567954070E+01    0.187220464985763506E+02    0.239626556396484375E+03
    0.650708119488896664E+01    0.312868387247643156E+02    0.239645462036132812E+03
    0.124385577805034018E+02    0.249084141829036696E+02    0.239652145385742188E+03
    0.128241835588989499E+02    0.106517198918566463E-01    0.239652633666992188E+03
    0.248797157284943005E+02    0.251817640140920815E+02    0.239661026000976562E+03
    0.123186315528402908E+02    0.124971535701459739E+02    0.239674591064453125E+03
    0.639014665692623129E+01    0.311819335984569967E+02    0.239674591064453125E+03
    0.124135145270081804E+02    0.206482985925123375E+00    0.239685760498046875E+03
    0.251895789937236394E+02    0.248824203727908007E+02    0.239687866210937500E+03
    0.249362844440542766E+02    0.124027887883827006E+02    0.239718139648437500E+03
    0.190660174556358797E+02    0.614728323136746457E+01    0.239718902587890625E+03
    0.312877921542617727E+02    0.186284202951767384E+02    0.239718902587890625E+03
    0.603125768842644394E+01    0.632499903749429748E+01    0.239721206665039062E+03
    0.637493641021005786E+01    0.190877078409725165E+02    0.239726837158203125E+03
    0.104605003312077532E+00    0.253653083085375002E+02    0.239732574462890625E+03
    0.616050517791045404E+01    0.311925899884209166E+02    0.239738204956054688E+03
    0.251826339629919183E+02    0.248830385147726965E+02    0.239740112304687500E+03
    0.252150713593538001E+02    0.128072236958136632E+02    0.239743743896484375E+03
    0.248790758034764536E+02    0.251129588949894575E+02    0.239744796752929688E+03
    0.125454846929241519E+02    0.248792599306057198E+02    0.239747177124023438E+03
    0.311624893446839195E+02    0.188282870140411873E+02    0.239747558593750000E+03
    0.251596287088510664E+02    0.253852534040491911E+02    0.239757507324218750E+03
    0.252594369889073427E+02    0.123462318132097764E+02    0.239759124755859375E+03
    0.185958874444263316E+02    0.627981055915749398E+01    0.239763610839843750E+03
    0.313230850658228661E+02    0.186134118914210767E+02    0.239764373779296875E+03
    0.190031106084321841E+02    0.648499804482407427E+01    0.239770111083984375E+03
    0.189948881408444556E+02    0.186420673872809104E+02    0.239776702880859375E+03
    0.128122116203175622E+02    0.250722387640265723E+02    0.239777557373046875E+03
    0.131852070268370453E+00    0.127818051360514193E+02    0.239795043945312500E+03
    0.187148780519743418E+02    0.649658382990291461E+01    0.239801055908203125E+03
    0.207067232228720755E+00    0.127093164295583207E+02    0.239819595336914062E+03
    0.645437671568052274E+01    0.312315313136965820E+02    0.239820266723632812E+03
    0.128157570053301857E+02    0.251646376425806544E+02    0.239821228027343750E+03
