    0.126709977663743025E+02    0.608032945572770078E+01    0.103292715549468994E+01   -0.690775511231546968E+01    1
    0.606160597684822200E+01    0.252491365150835065E+02    0.103968322277069092E+01   -0.690875511231548245E+01    1
    0.630857463665564033E+01    0.254068432972325766E+02    0.104818594455718994E+01   -0.690975511231547301E+01    1
    0.253374302920737229E+02    0.649988218938310247E+01    0.105656731128692627E+01   -0.691075511231547601E+01    1
    0.250888755950014861E+02    0.593358636683189200E+01    0.107980918884277344E+01   -0.691175511231546658E+01    1
    0.129240446752509079E+02    0.313536853403308768E+02    0.108486878871917725E+01   -0.691275511231547579E+01    1
    0.128103237435747808E+02    0.590341608063265699E+01    0.113290107250213623E+01   -0.691375511231547435E+01    1
    0.582514598425468844E+01    0.126011409703869237E+02    0.113836693763732910E+01   -0.691475511231548357E+01    1
    0.185584411222502901E+02    0.247657453133853842E+02    0.114352333545684814E+01   -0.691575511231552209E+01    1
    0.351697677734244651E+00    0.185367140970039053E+02    0.114495062828063965E+01   -0.691675511231554463E+01    1
    0.580020943377583897E+01    0.126709472079254830E+02    0.116121065616607666E+01   -0.691775511231549967E+01    1
    0.256351970851987190E+02    0.624261084122735976E+01    0.116825759410858154E+01   -0.691875511231549378E+01    1
    0.189424699917370170E+02    0.256580420139245575E+02    0.118961966037750244E+01   -0.691975511231551454E+01    1
    0.183121840257966255E+02    0.127873833155567294E+02    0.122698378562927246E+01   -0.692075511231548113E+01    1
    0.650275653082524663E+01    0.588852380865261038E+00    0.126895976066589355E+01   -0.692175511231547080E+01    1
    0.569342811733397092E+01    0.122922457009162152E+02    0.128931713104248047E+01   -0.692275511231549334E+01    1
    0.183801046204477352E+02    0.459329125130336913E+00    0.129436635971069336E+01   -0.692375511231548746E+01    1
    0.186273129647532620E+02    0.245146083903530716E+02    0.129620218276977539E+01   -0.692475511231548957E+01    1
    0.244652071682510233E+02    0.633465343357078137E+01    0.131004691123962402E+01   -0.692575511231552365E+01    1
    0.119509630636387829E+02    0.597450874981340174E+01    0.132750797271728516E+01   -0.692675511231553909E+01    1
    0.632371970087978519E+00    0.185660735754868895E+02    0.133257377147674561E+01   -0.692775511231552343E+01    1
    0.194739535134733082E+02    0.308161235695253999E+00    0.133578968048095703E+01   -0.692875511231550334E+01    1
    0.672662559712759034E+01    0.256718650683388283E+02    0.133638191223144531E+01   -0.692975511231548769E+01    1
    0.181768296956311914E+02    0.253755270195267641E+02    0.135717713832855225E+01   -0.693075511231546315E+01    1
    0.118459700182570096E+02    0.636580680071928384E+01    0.136990761756896973E+01   -0.693175511231550789E+01    1
    0.192025426524643841E+02    0.257702293393198261E+02    0.137087392807006836E+01   -0.693275511231550912E+01    1
    0.254634369268129817E+02    0.562640633955076375E+01    0.137877297401428223E+01   -0.693375511231550057E+01    1
    0.258588807705220596E+02    0.312787670818561239E+02    0.138550567626953125E+01   -0.693475511231554709E+01    1
    0.308073563599930758E+02    0.130211075343085874E+02    0.140578806400299072E+01   -0.693575511231551811E+01    1
    0.600946898090449633E+01    0.258815384457337494E+02    0.145560491085052490E+01   -0.693675511231548558E+01    1
    0.186110425069090972E+02    0.769074525555267785E+00    0.146668994426727295E+01   -0.693775511231549125E+01    1
    0.554158798778310313E+01    0.247685822041246979E+02    0.149238896369934082E+01   -0.693875511231549424E+01    1
    0.189940339919274557E+02    0.117393047989939134E+02    0.151534354686737061E+01   -0.693975511231547948E+01    1
    0.693061021276274936E+01    0.245840476110039070E+02    0.152031958103179932E+01   -0.694075511231545761E+01    1
    0.242952296633199545E+02    0.312109588393135056E+02    0.154709768295288086E+01   -0.694175511231546682E+01    1
    0.349006844735963828E+00    0.180340844692624032E+02    0.158087062835693359E+01   -0.694275511231551334E+01    1
    0.134523860830198245E+02    0.616467031103428909E+01    0.159678900241851807E+01   -0.694375511231550835E+01    1
    0.305196038848046172E+02    0.150139867642420308E-01    0.160159897804260254E+01   -0.694475511231550335E+01    1
    0.245341276966676709E+02    0.307378066597688964E+02    0.160218214988708496E+01   -0.694575511231551523E+01    1
    0.196822693028906670E+02    0.247858170175667141E+02    0.160434377193450928E+01   -0.694675511231552090E+01    1
    0.129558571747692053E+02    0.196660400408196168E+02    0.160706520080566406E+01   -0.694775511231551945E+01    1
    0.614426716813291929E+01    0.893731062457532199E+00    0.161320936679840088E+01   -0.694875511231547005E+01    1
    0.270661846952336693E+00    0.714883358561358495E+01    0.161428546905517578E+01   -0.694975511231546506E+01    1
    0.251834049140127689E+02    0.305066253437391417E+02    0.162427365779876709E+01   -0.695075511231549914E+01    1
    0.194467156173056033E+02    0.243991853242333576E+02    0.166853320598602295E+01   -0.695175511231552257E+01    1
    0.429722472008681800E+00    0.714625697725893350E+01    0.170459151268005371E+01   -0.695275511231550336E+01    1
    0.603420329758806773E+01    0.116385867513400978E+02    0.170491015911102295E+01   -0.695375511231547883E+01    1
    0.131522149547731892E+02    0.705380617225467343E+01    0.170634913444519043E+01   -0.695475511231550136E+01    1
    0.192380234483248067E+02    0.260170800294133322E+02    0.170925855636596680E+01   -0.695575511231551680E+01    1
    0.241777468085446294E+02    0.190960646867154331E+02    0.175127434730529785E+01   -0.695675511231548427E+01    1
    0.309261818224648266E+02    0.867305846541220893E+00    0.175946056842803955E+01   -0.695775511231548727E+01    1
    0.198432080806938984E+02    0.251707428313862032E+02    0.177068877220153809E+01   -0.695875511231550270E+01    1
    0.247844931352217017E+02    0.304722549612176081E+02    0.178395473957061768E+01   -0.695975511231551458E+01    1
    0.561145414644619045E+01    0.117999262516636030E+02    0.179688942432403564E+01   -0.696075511231551580E+01    1
    0.539422883482575344E+01    0.120456796361642127E+02    0.182286715507507324E+01   -0.696175511231550104E+01    1
    0.531562355465746350E+01    0.342417393573159201E+00    0.182376074790954590E+01   -0.696275511231553423E+01    1
    0.258095525772905283E+02    0.196411634114652962E+02    0.183952724933624268E+01   -0.696375511231550171E+01    1
    0.122610211774323385E+02    0.528854107890649860E+01    0.185354757308959961E+01   -0.696475511231547362E+01    1
    0.305114602294743982E+02    0.120278212685200891E+02    0.186652660369873047E+01   -0.696575511231551836E+01    1
    0.130893352247228965E+02    0.197926795924366914E+02    0.192054188251495361E+01   -0.696675511231553202E+01    1
    0.663929243066494568E+01    0.241170448368638581E+02    0.192559564113616943E+01   -0.696775511231552436E+01    1
    0.196843665422491050E+02    0.258758871346768160E+02    0.199601066112518311E+01   -0.696875511231550959E+01    1
    0.949328503342679375E+00    0.694322922708106116E+01    0.208727002143859863E+01   -0.696975511231549394E+01    1
    0.134683438274953637E+02    0.553377389863778202E+01    0.212243151664733887E+01   -0.697075511231548450E+01    1
    0.302917687890726555E+02    0.301657921148956620E+00    0.213182926177978516E+01   -0.697175511231548395E+01    1
    0.512020953236477538E+01    0.126777931964026678E+02    0.215199422836303711E+01   -0.697275511231548872E+01    1
