# Eleft Eright counts c1_c1 c11_c11 
5.00000E+00 6.00000E+00 2.86808E+01 2.66608E+01 2.01996E+00
6.00000E+00 7.00000E+00 2.20881E+01 2.02719E+01 1.81617E+00
7.00000E+00 8.00000E+00 1.69106E+01 1.53257E+01 1.58492E+00
8.00000E+00 9.00000E+00 1.28773E+01 1.15260E+01 1.35133E+00
9.00000E+00 1.00000E+01 9.75751E+00 8.62680E+00 1.13071E+00
1.00000E+01 1.10000E+01 7.35952E+00 6.42811E+00 9.31412E-01
1.10000E+01 1.20000E+01 5.52671E+00 4.76965E+00 7.57058E-01
1.20000E+01 1.30000E+01 4.13299E+00 3.52479E+00 6.08208E-01
1.30000E+01 1.40000E+01 3.07807E+00 2.59451E+00 4.83563E-01
1.40000E+01 1.50000E+01 2.28297E+00 1.90215E+00 3.80824E-01
1.50000E+01 1.60000E+01 1.68602E+00 1.38877E+00 2.97245E-01
1.60000E+01 1.70000E+01 1.23943E+00 1.00942E+00 2.30009E-01
1.70000E+01 1.80000E+01 9.06451E-01 7.30016E-01 1.76435E-01
1.80000E+01 1.90000E+01 6.58937E-01 5.24836E-01 1.34102E-01
1.90000E+01 2.00000E+01 4.75483E-01 3.74593E-01 1.00891E-01
2.00000E+01 2.10000E+01 3.39874E-01 2.64874E-01 7.50001E-02
2.10000E+01 2.20000E+01 2.39880E-01 1.84954E-01 5.49257E-02
2.20000E+01 2.30000E+01 1.66320E-01 1.26887E-01 3.94335E-02
2.30000E+01 2.40000E+01 1.12325E-01 8.48006E-02 2.75239E-02
2.40000E+01 2.50000E+01 7.27695E-02 5.43728E-02 1.83967E-02
2.50000E+01 2.60000E+01 4.38468E-02 3.24296E-02 1.14172E-02
2.60000E+01 2.70000E+01 2.27312E-02 1.66452E-02 6.08601E-03
2.70000E+01 2.80000E+01 5.64594E-03 4.09959E-03 1.53999E-03
2.80000E+01 2.90000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.90000E+01 3.00000E+01 0.00000E+00 0.00000E+00 0.00000E+00
