# Eleft Eright counts c1_c1 c11_c11 
3.00000E+00 4.00000E+00 2.86204E+00 6.20930E-01 2.24111E+00
4.00000E+00 5.00000E+00 1.81179E+00 3.20450E-01 1.49134E+00
5.00000E+00 6.00000E+00 1.08455E+00 1.61913E-01 9.22632E-01
6.00000E+00 7.00000E+00 6.21302E-01 8.02465E-02 5.41055E-01
7.00000E+00 8.00000E+00 3.42623E-01 3.89970E-02 3.03626E-01
8.00000E+00 9.00000E+00 1.81900E-01 1.85080E-02 1.63392E-01
9.00000E+00 1.00000E+01 9.21766E-02 8.48141E-03 8.36952E-02
1.00000E+01 1.10000E+01 4.33684E-02 3.64377E-03 3.97246E-02
1.10000E+01 1.20000E+01 1.73660E-02 1.34445E-03 1.60216E-02
1.20000E+01 1.30000E+01 3.60862E-03 2.61951E-04 3.34667E-03
1.30000E+01 1.40000E+01 0.00000E+00 0.00000E+00 0.00000E+00
1.40000E+01 1.50000E+01 0.00000E+00 0.00000E+00 0.00000E+00
1.50000E+01 1.60000E+01 0.00000E+00 0.00000E+00 0.00000E+00
1.60000E+01 1.70000E+01 0.00000E+00 0.00000E+00 0.00000E+00
1.70000E+01 1.80000E+01 0.00000E+00 0.00000E+00 0.00000E+00
1.80000E+01 1.90000E+01 0.00000E+00 0.00000E+00 0.00000E+00
1.90000E+01 2.00000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.00000E+01 2.10000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.10000E+01 2.20000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.20000E+01 2.30000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.30000E+01 2.40000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.40000E+01 2.50000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.50000E+01 2.60000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.60000E+01 2.70000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.70000E+01 2.80000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.80000E+01 2.90000E+01 0.00000E+00 0.00000E+00 0.00000E+00
2.90000E+01 3.00000E+01 0.00000E+00 0.00000E+00 0.00000E+00
